"win","kills","deaths","assists","largestKillingSpree","largestMultiKill","killingSprees","longestTimeSpentLiving","doubleKills","tripleKills","quadraKills","pentaKills","unrealKills","totalDamageDealt","magicDamageDealt","physicalDamageDealt","trueDamageDealt","largestCriticalStrike","totalDamageDealtToChampions","magicDamageDealtToChampions","physicalDamageDealtToChampions","trueDamageDealtToChampions","totalHeal","totalUnitsHealed","damageSelfMitigated","damageDealtToObjectives","damageDealtToTurrets","visionScore","timeCCingOthers","totalDamageTaken","magicalDamageTaken","physicalDamageTaken","trueDamageTaken","goldEarned","goldSpent","turretKills","inhibitorKills","totalMinionsKilled","neutralMinionsKilled","neutralMinionsKilledTeamJungle","neutralMinionsKilledEnemyJungle","totalTimeCrowdControlDealt","champLevel","visionWardsBoughtInGame","sightWardsBoughtInGame","wardsPlaced","wardsKilled","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","firstInhibitorKill","firstInhibitorAssist"
TRUE,1,7,18,0,1,0,458,0,0,0,0,0,37333,25409,10484,1440,0,14421,12679,1381,360,17230,5,17821,4066,3024,29,38,29088,12564,16143,380,11657,8350,0,0,21,0,0,0,373,17,0,0,15,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,8,12,15,2,1,1,435,0,0,0,0,0,133111,117086,12052,3972,0,32989,31956,1033,0,2517,2,0,0,0,0,0,31718,7363,14039,10315,28651,27435,1,1,141,0,0,0,144,16,0,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,3,3,2,2,1,566,1,0,0,0,0,60021,11491,44947,3582,294,11285,4338,5964,982,1180,2,4096,448,448,6,7,10870,2594,7389,886,7597,7550,1,0,105,0,0,0,594,11,0,0,3,2,TRUE,FALSE,FALSE,FALSE,NA,NA
FALSE,2,5,0,2,1,1,466,0,0,0,0,0,101315,11006,81425,8884,388,5615,1015,4107,492,9979,1,0,0,0,0,0,27539,5991,21259,288,7362,7000,0,0,41,50,45,5,228,12,0,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,5,7,2,0,1,0,320,0,0,0,0,0,69311,22429,41710,5172,0,11387,5461,4933,992,11389,1,0,0,0,0,0,27833,6390,20229,1214,7390,6550,0,0,39,30,27,3,25,12,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,10,15,13,3,1,3,574,0,0,0,0,0,201342,184438,14698,2206,0,47319,43662,1707,1950,3221,1,0,0,0,0,0,28910,17068,10346,1494,15942,15100,0,0,170,2,1,1,529,18,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,12,12,8,4,1,3,392,0,0,0,0,0,185508,17034,166987,1486,1233,37177,9796,25895,1486,2621,1,0,0,0,0,0,28381,13835,12033,2513,17236,16300,3,1,181,4,4,0,271,18,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,15,8,25,8,2,4,749,1,0,0,0,0,249902,35181,202849,11871,0,42914,8483,31577,2853,12724,1,0,0,0,0,0,54644,13525,37903,3216,18751,17300,3,0,124,38,31,7,421,18,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,3,5,13,2,1,1,310,0,0,0,0,0,43550,38080,5469,0,0,17854,16413,1441,0,1365,1,3448,2206,2206,7,22,10095,851,8730,513,7132,5950,1,0,46,0,0,0,323,10,0,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,8,5,16,6,1,1,982,0,0,0,0,0,140659,119620,18992,2046,0,38475,35091,2378,1006,1369,1,7249,4588,4588,16,40,19200,5235,13296,668,15794,14600,1,0,150,0,0,0,762,16,0,0,11,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,13,3,5,6,2,3,1011,4,0,0,0,0,168629,19900,140236,8493,0,19925,4381,13698,1844,6483,1,0,0,0,0,0,23217,3290,19005,922,14954,13700,3,0,120,41,37,4,299,17,0,0,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,7,8,11,3,1,1,453,0,0,0,0,0,121827,99772,20435,1620,0,19352,16929,2397,26,2856,1,0,0,0,0,0,20232,14699,4993,540,14577,14800,4,0,113,0,0,0,215,16,0,0,11,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,8,14,11,2,1,1,565,0,0,0,0,0,103342,90284,11319,1738,0,37002,33563,2061,1376,2395,1,0,0,0,0,0,31317,13174,17673,470,11786,10350,0,0,77,0,0,0,95,14,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,19,9,9,7,2,5,741,3,0,0,0,0,182767,54435,117768,10563,0,40322,14913,22904,2503,15110,1,0,0,0,0,0,42302,11541,30009,752,17909,18200,2,1,99,60,54,6,455,18,0,0,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,4,12,3,3,2,1,272,1,0,0,0,0,103561,778,100542,2241,424,7060,288,6659,112,2109,4,10237,2296,0,16,14,20881,10257,10019,604,9279,8150,0,0,161,0,0,0,122,13,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,6,7,9,3,2,1,414,1,0,0,0,0,85867,19243,57067,9556,0,14093,3679,8856,1558,4312,1,0,0,0,0,0,43499,10734,31468,1296,9783,9625,0,0,64,38,36,2,272,14,0,0,6,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,4,20,17,0,1,0,606,0,0,0,0,0,228955,219132,7537,2285,0,44131,41853,2278,0,10058,4,0,0,0,0,0,96224,35628,59233,1362,19744,20600,1,0,164,5,1,4,272,18,0,0,12,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FALSE,8,12,7,2,1,3,264,0,0,0,0,0,112942,30783,76674,5484,0,22585,10747,10338,1500,14385,1,0,0,0,0,0,43258,16308,23840,3108,12557,12050,2,0,83,24,8,16,454,15,0,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,7,12,9,3,1,2,350,0,0,0,0,0,122309,53807,57944,10558,0,17757,7638,8845,1273,1784,1,0,0,0,0,0,36133,10574,22541,3016,11237,9795,1,0,48,41,33,8,650,16,2,0,8,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3384,1381,2003,0,183,0,0,0,0,24,1,0,0,72,0,0,17,0,17,0,881,500,0,0,12,0,0,0,1,3,0,0,1,0,NA,NA,NA,NA,NA,NA
FALSE,9,18,8,2,1,1,271,0,0,0,0,0,128869,89072,37469,2328,0,40321,32310,5955,2056,229,1,0,0,0,0,0,32855,23017,9149,688,16063,13650,0,0,116,1,0,1,475,17,0,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,7,13,11,3,1,1,555,0,0,0,0,0,66260,7456,58777,25,583,16105,3029,13050,25,5338,4,8264,2155,2155,14,22,30108,15307,13120,1681,10355,9450,0,0,84,12,10,2,118,13,0,0,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,11,21,12,3,2,3,217,1,0,0,0,0,124095,110644,13105,346,1344,31268,27822,3198,248,859,1,0,0,0,0,0,37667,11677,25148,841,16955,16485,1,0,103,2,2,0,104,18,0,0,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,8,11,6,4,1,2,633,0,0,0,0,0,101827,34131,61138,6557,0,27628,13101,11550,2977,16929,1,0,0,0,0,0,51353,13325,34098,3928,11095,10425,0,0,53,45,17,28,393,15,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,11,7,28,4,1,2,462,0,0,0,0,0,173300,73860,91523,7916,26,24779,5725,16859,2194,14409,1,35583,4837,2350,25,33,48320,24784,19615,3920,16169,13983,0,1,105,73,51,6,468,18,0,0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,7,4,0,1,0,394,0,0,0,0,0,33039,27834,4740,464,0,9541,8100,993,448,185,1,0,0,0,0,0,12108,4461,7196,450,5380,5150,0,0,59,0,0,0,6,10,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,18,6,10,5,2,5,905,4,0,0,0,0,121547,23689,97678,180,504,43846,12485,31360,0,2627,4,0,0,0,0,0,22589,9558,12602,428,14351,13050,0,0,134,0,0,0,269,15,0,0,7,3,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,0,7,4,0,0,0,683,0,0,0,0,0,9705,5322,4382,0,0,3629,2362,1266,0,2051,5,2208,0,53,0,0,16623,6422,9239,961,5856,5550,0,0,5,0,0,0,72,9,0,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,2,7,23,2,1,1,735,0,0,0,0,0,103649,84644,13654,5350,0,26707,22875,2290,1540,22535,1,0,0,0,0,0,38419,4850,27926,5642,12284,10375,0,0,73,32,22,10,588,16,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,1,11,0,0,1,0,487,0,0,0,0,0,71762,8333,53431,9997,150,4874,393,4137,344,5545,1,14159,703,703,8,6,25137,7571,17053,512,7160,6400,0,0,35,58,36,9,185,10,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,5,6,11,3,1,1,980,0,0,0,0,0,109281,86038,14165,9077,0,17199,13914,2284,1000,29281,5,0,0,0,0,0,41400,9606,24407,7387,12328,10750,0,0,122,6,4,2,554,15,0,0,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,7,5,5,2,1,1,491,0,0,0,0,0,109705,28391,71279,10034,0,17729,8292,7562,1874,16552,1,12979,22655,4852,12,0,28252,10414,17499,338,12009,11175,2,1,53,43,19,24,425,14,0,0,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,2,10,8,0,1,0,620,0,0,0,0,0,78659,64655,9604,4400,0,9740,8969,546,224,10524,1,0,0,0,0,0,30961,6629,24240,92,8696,6275,0,0,40,39,38,1,239,12,0,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,21,2,11,14,2,2,746,4,0,0,0,0,141681,118671,22188,822,0,33685,29682,3180,822,14510,1,0,0,0,0,0,23020,7010,16009,0,12874,10810,2,0,139,1,0,1,295,16,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
TRUE,8,4,5,5,1,2,962,0,0,0,0,0,213752,124193,79545,10013,0,24982,12265,11258,1459,5735,3,0,0,0,0,0,34907,10861,23750,296,13687,13310,0,0,118,77,66,11,378,17,0,0,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,17,13,9,3,2,5,528,2,0,0,0,0,202334,193298,6532,2504,726,60205,57311,804,2090,1693,1,22281,1391,1391,6,23,35655,25420,9422,813,18217,17300,1,0,203,10,8,0,332,18,0,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,6,7,2,1,1,362,0,0,0,0,0,44129,0,40426,3703,376,11393,0,9414,1979,119,1,0,0,0,0,0,11685,3573,8005,106,7964,8000,2,1,65,0,0,0,126,10,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,7,12,17,2,2,2,431,1,0,0,0,0,129306,30822,91848,6636,0,28277,9580,16456,2240,16773,1,0,0,0,0,0,47716,8671,37910,1134,14113,13350,1,1,71,35,20,15,684,16,0,0,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5169,1769,2474,926,0,0,0,0,0,450,1,0,0,0,0,0,1193,0,1193,0,918,500,0,0,0,11,3,8,84,2,0,0,0,0,NA,NA,NA,NA,NA,NA
FALSE,3,7,2,3,1,1,373,0,0,0,0,0,27110,665,21826,4619,0,5225,665,4560,0,1854,4,0,0,0,0,0,16810,7028,9431,350,6581,5900,0,0,34,0,0,0,32,10,0,0,8,0,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,23,17,21,5,2,5,340,2,0,0,0,0,123888,107361,12800,3725,0,48161,44893,2601,665,5403,2,0,0,0,0,0,41654,20196,20807,650,32637,30800,2,0,83,0,0,0,564,18,0,0,4,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,3,9,12,0,1,0,368,0,0,0,0,0,87137,4518,80655,1963,0,15946,3450,12473,22,4424,3,0,0,0,0,0,31071,7493,22851,726,9414,9350,0,0,121,0,0,0,209,15,0,0,4,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,5,7,5,3,1,1,980,0,0,0,0,0,74234,61282,12295,656,0,10353,8774,922,656,6679,1,0,0,0,0,0,25302,13374,10713,1214,8710,8570,1,0,114,0,0,0,64,14,0,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,9,6,15,4,2,2,423,1,0,0,0,0,109947,75365,25564,9017,0,20825,16279,1838,2707,22327,1,31994,12676,6576,10,45,41988,10365,24553,7068,12881,12100,2,0,85,48,28,0,581,16,0,0,7,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,5,11,8,0,1,0,567,0,0,0,0,0,67987,1433,66459,94,925,9089,228,8766,94,2090,3,0,0,0,0,0,20200,8046,11651,502,11413,10750,1,0,73,2,0,2,72,13,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,1,9,10,0,1,0,552,0,0,0,0,0,91279,74727,15191,1360,517,16922,14438,1123,1360,14641,1,13057,781,0,10,4,31337,16484,14205,648,9922,9385,0,0,100,1,1,0,181,15,0,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,9,16,16,2,1,2,337,0,0,0,0,0,151653,48801,91679,11173,0,26611,12683,11969,1958,18837,1,36104,15384,1807,20,47,51866,13065,33457,5342,14726,12283,1,1,78,62,35,10,398,17,0,0,8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,12,3,18,6,1,3,1107,0,0,0,0,0,214760,182218,31997,544,0,46760,43561,2878,320,1325,1,0,0,0,0,0,22579,6887,14641,1050,18867,16800,2,1,146,1,0,1,352,18,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,4,8,6,2,1,1,443,0,0,0,0,0,52954,19220,29668,4065,0,10307,6209,3257,841,10727,1,13292,748,0,6,28,25316,5479,18936,901,7025,7183,0,0,21,56,22,1,427,10,0,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,17,20,3,1,2,414,0,0,0,0,0,168446,141408,21038,6000,220,30753,26984,2629,1140,5090,1,0,0,0,0,0,49148,16382,29764,3001,20221,20350,0,0,117,2,2,0,1639,18,0,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,6,15,5,3,1,1,622,0,0,0,0,0,55670,21586,28369,5714,0,16975,4822,10410,1742,517,1,0,0,0,0,0,30905,9291,20849,764,9102,8260,0,0,19,19,15,4,214,14,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,12,8,7,3,2,3,504,1,0,0,0,0,123638,44999,69580,9058,0,25894,14214,9146,2534,15498,1,0,0,0,0,0,39159,10883,25335,2939,13267,12325,0,0,52,55,32,23,456,15,0,0,8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,8,8,9,4,2,2,386,1,0,0,0,0,99309,4544,88877,5888,0,19951,2202,16656,1092,8599,1,0,0,0,0,0,30703,4483,25752,468,11524,10725,0,0,32,53,22,31,425,13,0,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,19,6,14,5,2,6,498,3,0,0,0,0,103763,70980,27797,4985,555,45020,25858,19161,0,6634,2,0,0,0,0,0,37910,9951,27608,350,33224,29600,2,0,67,0,0,0,505,15,0,0,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,11,1,8,10,2,1,767,1,0,0,0,0,110516,16630,92106,1779,413,20722,4108,16435,178,379,1,0,0,0,0,0,8102,1530,6432,138,11784,10500,1,1,126,2,0,2,247,13,0,0,3,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
FALSE,7,11,5,3,1,1,426,0,0,0,0,0,129641,17814,110168,1658,0,22870,6702,14509,1658,16188,1,0,0,0,0,0,46062,11145,34515,402,13115,13350,2,0,137,5,0,5,518,16,0,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,8,6,15,4,2,1,480,1,0,0,0,0,115218,84526,21951,8741,0,16891,14028,1786,1076,4356,1,0,0,0,0,0,28364,9452,18546,366,12554,11225,1,0,44,39,25,14,175,16,0,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,16,8,16,4,3,5,667,3,1,0,0,0,164290,4580,151484,8226,0,30968,2088,26620,2260,10045,2,0,0,0,0,0,36661,14145,21084,1432,16115,14475,5,0,72,49,21,28,458,16,0,0,9,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,2,13,5,0,1,0,367,0,0,0,0,0,78522,6308,67566,4648,163,6012,600,5033,378,6991,1,14193,6704,169,12,3,31982,5468,26175,337,8374,7925,0,0,11,73,54,0,190,11,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,1,3,7,0,1,0,664,0,0,0,0,0,64288,3811,60206,270,0,7731,933,6635,162,3290,1,0,0,0,0,0,18305,4350,12075,1879,7542,6800,1,0,74,3,0,3,76,11,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,5,11,2,1,1,549,0,0,0,0,0,107152,54508,46956,5687,0,11649,7071,3486,1092,4015,1,30727,9234,5238,10,23,17582,2064,14785,732,11546,10450,1,1,78,68,41,4,661,15,0,0,5,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,4,17,13,4,1,1,496,0,0,0,0,0,107384,29593,71220,6570,0,18572,10116,6612,1844,16223,1,0,0,0,0,0,51429,19242,31806,380,12596,11925,2,0,54,43,18,25,190,17,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,6,3,2,1,1,249,0,0,0,0,0,59309,8800,46511,3997,320,7903,2489,3504,1909,379,1,0,0,0,0,0,11311,2587,8364,358,8289,6700,2,0,112,0,0,0,561,11,0,0,5,11,TRUE,FALSE,TRUE,FALSE,NA,NA
TRUE,8,12,21,2,2,2,413,1,0,0,0,0,186553,150305,24879,11368,37,31423,25070,3053,3299,34157,1,99769,7235,3882,18,89,72749,17297,46124,9327,16579,14600,1,1,134,61,45,4,1059,18,0,0,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,0,10,2,0,0,0,199,0,0,0,0,0,18935,12514,6420,0,0,5040,2617,2423,0,0,0,0,0,0,0,0,15674,7605,7606,463,4888,4850,0,0,22,0,0,0,82,9,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,10,18,20,4,3,2,239,1,1,0,0,0,180348,6716,159081,14550,486,29393,1698,21636,6058,4584,1,19442,6657,5352,15,26,36217,7170,28723,324,18856,17150,2,0,176,5,5,0,1613,18,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,13,10,14,6,2,3,515,2,0,0,0,0,128517,112828,14508,1180,0,45001,41594,2690,716,17767,1,0,0,0,0,0,35625,11614,22777,1234,15648,14100,0,0,101,1,0,1,542,17,0,0,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,25,2,1,23,4,2,1017,4,2,1,0,0,152298,96681,50789,4827,0,37962,25195,10587,2179,2756,1,0,0,0,0,0,15329,3173,12156,0,13784,13050,5,0,115,18,0,18,291,15,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,4,11,11,2,2,1,261,1,0,0,0,0,95543,81320,13256,966,0,31277,29296,1074,906,2268,1,10100,793,302,13,26,25810,13398,12176,236,10636,9150,0,0,98,2,2,0,53,14,0,0,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,2,5,7,0,1,0,257,0,0,0,0,0,21638,15507,6130,0,0,7439,6269,1170,0,120,1,0,0,0,0,0,7016,1817,5199,0,6335,6250,0,0,14,0,0,0,102,10,0,0,5,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,4,4,6,2,1,1,224,0,0,0,0,0,76810,10808,58515,7486,0,6183,1611,4279,292,5887,1,0,0,0,0,0,16131,1988,14143,0,8104,8050,2,0,28,48,39,9,198,11,0,0,2,1,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,2,16,8,2,1,1,762,0,0,0,0,0,242220,51804,23290,167125,0,15095,9086,5035,973,3137,1,0,0,0,0,0,31365,10399,20099,866,12876,10875,0,0,56,33,26,7,408,17,0,0,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,9,4,2,5,2,2,263,2,0,0,0,0,72990,48055,24222,712,0,12167,9680,2408,78,1731,1,0,0,0,0,0,9479,2657,6753,68,9245,7685,4,0,101,0,0,0,83,13,0,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,10,13,10,3,2,3,462,1,0,0,0,0,179178,117873,60028,1278,385,34458,21644,11662,1152,13401,2,0,0,0,0,0,45226,16757,26707,1761,15288,13150,3,1,155,15,3,12,159,17,0,0,11,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TRUE,18,6,20,5,2,5,427,1,0,0,0,0,130170,87252,36001,6916,0,38116,24212,11108,2796,4557,1,0,0,0,0,0,62152,16865,43284,2002,16119,12525,2,1,70,28,20,8,325,16,0,0,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TRUE,12,4,15,6,2,3,714,1,0,0,0,0,92311,55410,31219,5682,0,24643,14424,9204,1014,4098,1,0,0,0,0,0,18797,4971,13447,378,11546,11110,1,0,68,21,8,13,129,13,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,10,8,2,1,3,415,0,0,0,0,0,134675,16210,110543,7921,0,29638,4974,22768,1896,4699,1,0,0,0,0,0,35306,18575,16679,52,12997,12750,2,0,71,49,46,3,266,15,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,1,10,5,0,1,0,323,0,0,0,0,0,18086,12531,5554,0,0,10021,8753,1268,0,0,0,0,0,0,0,0,14074,6414,7540,120,7186,6200,0,0,12,1,0,1,107,9,0,0,6,0,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,7,12,9,2,1,1,368,0,0,0,0,0,107169,97000,9118,1051,0,26168,23669,1448,1051,747,1,10200,1180,1180,0,14,17714,2852,14642,219,11565,10850,1,0,108,3,3,0,33,16,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,18,18,12,3,3,5,384,2,1,0,0,0,280157,28896,238326,12935,752,44109,7548,34848,1713,11393,1,0,0,0,0,0,59749,29190,28814,1745,21616,23300,1,0,168,57,44,13,4530,18,0,0,9,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,0,1,0,0,0,0,145,0,0,0,0,0,1944,1409,535,0,0,177,177,0,0,0,0,0,0,0,0,0,657,279,378,0,793,500,0,0,7,0,0,0,0,2,0,0,0,0,FALSE,FALSE,NA,NA,NA,NA
TRUE,14,10,10,4,3,3,390,4,1,0,0,0,263948,8472,241547,13928,0,43753,6391,35088,2274,25022,1,0,0,0,0,0,66826,19568,45675,1582,18868,15875,0,1,140,66,34,32,1114,18,0,0,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,7,2,23,3,1,2,1150,0,0,0,0,0,61710,50270,11440,0,0,20534,18519,2015,0,1190,1,0,0,0,0,0,8033,2087,5770,176,11833,11240,1,0,37,0,0,0,120,14,0,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,1,1,0,0,1,0,780,0,0,0,0,0,6943,3153,2946,844,0,457,161,252,44,270,1,0,0,0,0,0,4160,1217,2942,0,3303,1990,0,0,2,6,6,0,6,5,0,0,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,0,14,19,0,0,0,353,0,0,0,0,0,56102,43006,8736,4358,0,8359,6422,1077,858,16154,6,0,0,0,0,0,26361,4205,21675,481,11795,13450,0,0,59,0,0,0,600,15,0,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,2,7,3,0,1,0,299,0,0,0,0,0,36766,6480,29162,1123,0,7151,2077,4059,1015,409,1,0,0,0,0,0,14411,4006,10033,372,5452,5250,0,0,65,0,0,0,129,10,0,0,4,0,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,13,9,7,6,2,3,1058,1,0,0,0,0,146928,57024,78933,10970,339,28453,10005,16728,1720,37868,1,87207,8733,2591,9,45,71694,18154,51714,1824,13921,13720,0,0,105,51,36,0,1162,15,0,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,15,15,14,4,3,4,325,2,1,0,0,0,117469,82860,34068,540,0,49311,42137,6873,300,4685,1,0,0,0,0,0,33458,18625,13874,958,17870,17200,0,0,89,0,0,0,371,18,0,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1778,939,839,0,0,54,54,0,0,6,1,0,0,0,0,0,356,137,218,0,821,500,0,0,5,0,0,0,27,2,0,0,0,0,NA,NA,NA,NA,NA,NA
FALSE,11,7,9,7,1,1,1715,0,0,0,0,0,130176,86498,35774,7903,0,24593,19434,3358,1800,691,1,0,0,0,0,0,39361,17166,20588,1606,15385,14420,1,0,62,35,30,5,1316,17,0,0,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,8,17,6,2,1,1,380,0,0,0,0,0,124453,107454,15575,1424,0,42021,38179,2417,1424,2858,1,0,0,0,0,0,47606,17986,26184,3435,12087,12000,0,0,124,0,0,0,40,16,0,0,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,4,12,9,0,1,0,653,0,0,0,0,0,76487,64060,11863,564,518,15770,13559,2110,100,14321,1,0,0,0,0,0,33339,11275,21067,996,9937,8870,0,0,86,5,5,0,233,14,0,0,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,6,13,12,2,1,2,547,0,0,0,0,0,217065,32384,182285,2396,0,35349,9824,23850,1674,33571,1,0,0,0,0,0,68134,23075,43651,1407,15122,14800,2,1,201,8,0,8,867,18,0,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,14,7,10,5,2,4,733,1,0,0,0,0,170975,17499,153476,0,888,39751,9054,30696,0,3689,4,0,0,0,0,0,24083,14211,9668,204,15527,15050,0,0,176,4,3,1,280,15,0,0,13,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,11,11,12,3,2,4,555,3,0,0,0,0,141937,10640,120705,10592,0,26539,4611,20318,1610,21059,1,34760,31641,170,17,0,46965,19667,25430,1867,13779,13375,0,0,42,53,29,24,565,16,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,12,11,2,1,2,659,0,0,0,0,0,94140,52043,35294,6802,0,32539,14165,16329,2044,3537,1,0,0,0,0,0,39824,17759,21380,684,12364,12475,0,0,50,29,26,3,449,17,0,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
