"win","kills","deaths","assists","largestKillingSpree","largestMultiKill","killingSprees","longestTimeSpentLiving","doubleKills","tripleKills","quadraKills","pentaKills","unrealKills","totalDamageDealt","magicDamageDealt","physicalDamageDealt","trueDamageDealt","largestCriticalStrike","totalDamageDealtToChampions","magicDamageDealtToChampions","physicalDamageDealtToChampions","trueDamageDealtToChampions","totalHeal","totalUnitsHealed","damageSelfMitigated","damageDealtToObjectives","damageDealtToTurrets","visionScore","timeCCingOthers","totalDamageTaken","magicalDamageTaken","physicalDamageTaken","trueDamageTaken","goldEarned","goldSpent","turretKills","inhibitorKills","totalMinionsKilled","neutralMinionsKilled","neutralMinionsKilledTeamJungle","neutralMinionsKilledEnemyJungle","totalTimeCrowdControlDealt","champLevel","visionWardsBoughtInGame","sightWardsBoughtInGame","wardsPlaced","wardsKilled","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","firstInhibitorKill","firstInhibitorAssist"
FALSE,6,10,5,3,1,2,618,0,0,0,0,0,112164,94728,11673,5762,0,21308,20072,1236,0,777,5,16775,3318,1694,8,54,22643,6700,15265,676,12538,12350,1,0,91,4,0,0,246,15,0,0,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,13,6,27,5,2,3,838,2,0,0,0,0,178874,134679,20082,24113,88,32646,25242,3459,3944,52998,1,69794,22157,1733,20,76,87728,45049,29289,13389,18035,14075,1,0,91,44,21,23,900,18,0,0,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,10,5,10,3,2,1,514,1,0,0,0,0,104125,27307,67839,8978,0,10975,1473,8736,765,8934,1,10555,12021,2552,14,16,21390,8148,11860,1381,11431,9683,1,0,57,59,25,21,255,14,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,15,10,10,5,2,3,447,2,0,0,0,0,83626,40919,35466,7240,0,26990,9322,15777,1890,0,0,0,0,0,0,0,27305,12609,14265,431,11772,10925,0,0,40,16,13,3,505,14,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,11,5,0,1,0,472,0,0,0,0,0,87599,50054,32837,4708,0,11855,8110,2769,976,3112,1,35843,0,0,11,29,27872,17485,9278,1109,8961,8000,0,0,61,44,36,0,647,13,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,4,4,5,2,2,912,1,0,0,0,0,58646,46678,11310,658,0,20028,17251,2118,658,162,1,0,0,0,0,0,14188,8017,5755,416,8363,7485,0,0,84,0,0,0,25,11,0,0,5,0,TRUE,FALSE,FALSE,FALSE,NA,NA
FALSE,22,14,12,4,2,8,402,1,0,0,0,0,179557,11123,160451,7982,0,42367,9388,30145,2834,17683,1,38655,7195,632,29,17,57869,19164,26317,12387,18325,19775,0,0,97,51,37,0,523,18,0,0,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,11,13,19,2,2,4,619,1,0,0,0,0,328631,13191,288275,27163,944,55038,2044,44256,8737,12239,4,37005,26856,7646,22,26,46115,16068,24277,5769,22467,23900,3,3,276,61,41,5,1218,18,0,0,11,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
TRUE,15,7,9,7,2,3,971,2,0,0,0,0,307852,32161,259582,16109,0,42545,6576,33241,2728,12749,1,0,0,0,0,0,44193,5827,34038,4327,20241,18900,6,1,118,88,55,33,761,18,0,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,4,7,6,3,1,1,361,0,0,0,0,0,32085,65,31562,456,0,7290,65,6768,456,238,1,3312,0,0,2,5,11774,8104,3534,136,5596,4400,0,0,42,5,5,0,5,9,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,7,11,7,2,1,1,451,0,0,0,0,0,59128,23011,29919,6198,0,13847,8797,3044,2006,10853,1,0,0,0,0,0,30975,10220,20251,504,8487,8200,0,0,13,30,30,0,263,12,0,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,6,8,7,2,1,0,581,0,0,0,0,0,106130,2618,89451,14060,448,18439,0,14909,3530,4405,1,7590,1989,0,12,15,19152,5278,13069,804,10407,10225,0,0,52,66,54,0,940,14,0,0,7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,6,9,12,2,1,2,391,0,0,0,0,0,131399,107637,14464,9298,0,20966,19618,903,444,18203,1,0,0,0,0,0,33604,8773,24601,230,13355,12825,1,0,72,34,27,7,294,14,0,0,8,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FALSE,3,13,12,0,1,0,297,0,0,0,0,0,85725,60342,17613,7770,17,10846,8088,1001,1756,20695,1,31069,7359,2054,16,28,41535,8863,27015,5656,8190,8150,0,0,49,48,35,4,453,13,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,10,6,4,1,3,520,0,0,0,0,0,236429,127,83896,152405,397,17877,127,15728,2021,4963,3,13846,847,847,7,17,25795,4458,20876,460,11723,11500,1,0,140,0,0,0,131,13,0,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,10,9,16,2,2,4,839,2,0,0,0,0,104812,91287,9876,3648,0,35069,31527,2229,1313,1617,5,11241,4131,1117,4,75,21011,2880,17257,873,14078,13850,0,0,77,0,0,0,277,15,0,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,11,6,2,2,2,210,1,0,0,0,0,87890,69838,16833,1218,0,18140,13898,3271,970,375,1,0,0,0,0,0,17925,2606,15129,190,10281,10080,0,0,119,1,0,1,418,14,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,10,5,0,2,0,741,1,0,0,0,0,78493,13488,65005,0,410,18532,4059,14473,0,1609,3,0,0,0,0,0,17827,5711,11982,134,9696,9575,1,0,96,0,0,0,198,12,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,2,8,2,0,1,0,561,0,0,0,0,0,49291,25680,19363,4248,0,7005,4380,2249,376,2107,1,17824,0,0,12,24,18461,10975,6921,564,5390,5350,0,0,10,48,35,0,533,9,0,0,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,13,6,0,1,0,242,0,0,0,0,0,50702,1685,39500,9515,202,8756,0,6882,1873,2298,1,7214,0,0,11,12,18305,4306,13433,565,7325,6675,0,0,35,38,30,0,440,11,0,0,7,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,7,5,7,3,1,1,1261,0,0,0,0,0,164866,40075,115785,9005,534,20490,8956,9466,2068,14349,1,0,0,0,0,0,31347,7149,22033,2164,13955,11725,0,0,91,79,35,44,704,17,0,0,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,6,3,6,1,1,1508,0,0,0,0,0,142387,41180,93439,7768,0,23235,8786,12499,1950,17763,1,0,0,0,0,0,42343,7348,32367,2627,12909,12708,1,0,75,86,29,57,595,16,0,0,9,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TRUE,13,6,3,9,2,3,496,2,0,0,0,0,199369,58932,134503,5932,0,38631,12053,21061,5516,3334,1,0,0,0,0,0,52839,14532,33974,4332,18162,16650,1,0,241,2,0,2,141,18,0,0,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,7,15,4,2,2,2,336,1,0,0,0,0,104087,25561,78525,0,0,21364,5998,15366,0,4127,1,0,0,0,0,0,35208,13166,19950,2092,13042,11800,1,0,134,3,3,0,262,16,0,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,1,11,5,1,1,458,0,0,0,0,0,48866,38167,10699,0,0,13689,12583,1105,0,380,1,0,0,0,0,0,5787,2123,3663,0,8924,7650,2,0,48,0,0,0,141,11,0,0,6,0,FALSE,FALSE,TRUE,FALSE,NA,NA
FALSE,2,11,6,0,1,0,412,0,0,0,0,0,117432,74184,36759,6488,0,10605,6530,3335,740,7121,1,32503,4197,0,13,9,43054,13457,28221,1375,9229,9100,0,0,53,86,76,0,258,14,0,0,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,0,1,0,0,0,0,199,0,0,0,0,0,1380,715,665,0,0,595,385,209,0,134,1,249,0,0,0,1,801,446,336,18,840,475,0,0,0,0,0,0,18,2,0,0,0,0,FALSE,FALSE,NA,NA,NA,NA
TRUE,25,4,9,12,2,5,737,2,0,0,0,0,157136,100419,53996,2720,0,47207,27244,17506,2456,8433,1,0,0,0,0,0,28046,2522,23101,2421,17000,15650,2,1,121,1,0,1,194,18,0,0,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,1,8,2,0,1,0,562,0,0,0,0,0,57908,916,49059,7932,0,3831,76,3254,500,4884,1,7708,3117,1284,13,0,17490,4949,12342,197,5766,5375,1,0,25,56,35,4,194,8,0,0,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,20,7,0,1,0,331,0,0,0,0,0,133693,3636,120403,9654,530,12495,1347,10255,892,11114,19,0,0,0,0,0,45027,21188,22194,1644,13275,13125,0,0,95,48,36,12,1671,15,0,0,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,7,6,12,6,1,1,1040,0,0,0,0,0,114911,78595,30596,5719,0,28131,18485,7615,2029,6450,1,0,0,0,0,0,31273,9107,21231,934,11484,11210,0,0,61,64,22,42,409,15,0,0,11,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,13,2,2,7,3,2,723,1,1,0,0,0,105505,84198,20594,712,0,18929,15877,2340,712,971,1,0,0,0,0,0,10247,2605,7482,160,10812,10000,2,0,140,0,0,0,1175,14,0,0,6,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,4,6,17,2,1,1,412,0,0,0,0,0,58946,25802,26521,6622,0,11510,7441,4069,0,3240,5,37289,2888,1519,8,35,23650,11423,11089,1137,11235,9635,0,1,81,3,0,2,491,15,0,0,7,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TRUE,5,5,11,3,1,2,644,0,0,0,0,0,104090,2154,95239,6696,0,13380,906,11867,606,7429,1,0,0,0,0,0,32572,9136,22602,833,10510,8975,1,0,61,41,21,20,209,13,0,0,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,2,8,1,2,1,1,405,0,0,0,0,0,22613,11683,10398,531,0,6533,5069,932,531,300,1,0,0,0,0,0,15129,5035,8747,1346,5098,4250,0,0,43,0,0,0,34,10,0,0,2,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,9,5,15,6,1,1,722,0,0,0,0,0,131076,32808,90952,7316,0,17288,1990,13688,1610,12828,1,16657,16807,2651,17,16,29681,8641,20426,614,12845,12383,0,0,59,88,71,0,319,15,0,0,8,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
FALSE,2,9,5,0,1,0,371,0,0,0,0,0,77803,12314,65489,0,354,11833,3279,8554,0,2302,3,0,0,0,0,0,17070,5879,10831,360,8251,7000,0,0,108,4,4,0,101,12,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,12,6,12,5,3,3,525,2,1,0,0,0,81102,65634,14474,994,0,19057,15666,2571,819,605,1,0,0,0,0,0,12833,2520,9221,1091,11187,9410,1,0,85,4,2,2,84,14,0,0,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,5,10,11,3,1,1,370,0,0,0,0,0,109961,30719,79242,0,338,24538,8759,15778,0,2246,4,0,0,0,0,0,20632,9699,10246,686,11440,8500,2,0,122,2,0,2,194,14,0,0,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,1,10,1,0,1,0,288,0,0,0,0,0,51057,9629,41427,0,0,6271,2181,4090,0,4876,1,0,0,0,0,0,18022,1371,16254,396,6395,5800,0,0,91,3,1,2,171,11,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5347,1283,3865,198,0,191,76,90,24,847,1,506,0,0,0,0,1462,110,1351,0,951,500,0,0,1,8,0,5,117,2,0,0,0,0,FALSE,FALSE,NA,NA,NA,NA
TRUE,18,10,19,3,2,6,483,3,0,0,0,0,429250,65206,340714,23330,0,43433,8158,31677,3598,71223,1,0,0,0,0,0,104197,47020,50520,6656,25317,23125,1,0,229,85,46,39,12360,18,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,4,2,9,4,2,1,420,1,0,0,0,0,74461,68226,6235,0,487,10323,10172,151,0,412,1,0,0,0,0,0,10801,7140,3358,302,8584,8515,0,0,98,6,6,0,125,14,0,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,5,7,13,2,1,1,306,0,0,0,0,0,137689,647,132976,4065,616,13899,336,13562,0,4514,3,7870,16315,6695,10,5,21455,9361,11625,468,13149,12050,1,0,176,10,6,1,4,16,0,0,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,3,6,9,2,1,1,323,0,0,0,0,0,64070,1741,56867,5462,0,7170,927,5565,678,8777,1,0,0,0,0,0,19445,2593,16472,380,8320,7225,1,1,21,44,15,29,345,10,0,0,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,4,13,13,2,1,1,468,0,0,0,0,0,156730,37329,118404,996,0,22786,8949,12841,996,11722,1,0,0,0,0,0,39221,11997,26753,470,11949,11325,0,0,162,11,10,1,693,18,0,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,8,7,4,2,2,2,324,1,0,0,0,0,52097,31919,19156,1021,0,15434,11447,2966,1021,1441,1,0,0,0,0,0,19808,8522,11016,270,8786,8160,0,0,62,1,0,1,116,13,0,0,4,0,TRUE,FALSE,FALSE,FALSE,NA,NA
FALSE,5,10,7,0,1,0,727,0,0,0,0,0,90411,4161,79688,6562,0,16000,2584,12256,1160,5891,1,13939,7515,266,11,8,31540,7163,22287,2088,9606,9050,1,0,40,59,39,0,230,13,0,0,7,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
TRUE,9,10,6,2,2,3,459,1,0,0,0,0,135180,4280,111903,18997,826,17712,1633,12865,3213,5344,1,0,0,0,0,0,28815,5371,22804,639,14157,14025,1,1,45,64,47,17,582,16,0,0,8,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TRUE,3,6,14,0,1,0,456,0,0,0,0,0,26436,18692,7743,0,0,12038,10753,1285,0,171,1,0,0,0,0,0,11662,6709,4917,36,8991,8485,1,0,16,0,0,0,208,10,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,0,8,3,0,0,0,269,0,0,0,0,0,44621,6598,38023,0,0,5235,1431,3803,0,6178,1,0,0,0,0,0,17302,8770,8399,132,5206,4650,0,0,73,1,1,0,167,10,0,0,3,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,5,0,6,5,1,1,0,0,0,0,0,0,84376,72855,11286,234,0,11391,10073,1318,0,11577,1,0,0,0,0,0,19165,2700,14213,2251,8162,7150,1,0,117,3,0,3,460,13,0,0,7,1,FALSE,FALSE,TRUE,FALSE,NA,NA
FALSE,6,15,26,2,1,1,432,0,0,0,0,0,243968,153473,72949,17546,0,50253,31894,15569,2788,10721,1,0,0,0,0,0,106481,20245,69375,16860,18557,17300,0,0,100,58,56,2,524,18,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,8,6,0,1,0,372,0,0,0,0,0,142223,126833,9493,5896,0,19465,18618,246,600,7072,1,8004,5364,423,3,17,25880,14327,10439,1112,9789,8925,0,0,100,88,75,0,282,14,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,11,10,8,4,1,3,414,0,0,0,0,0,123646,118075,5518,52,826,27088,26219,868,0,771,1,0,0,0,0,0,25953,10284,14105,1562,13328,13205,0,0,112,4,3,1,1457,15,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,14,15,4,2,1,336,1,0,0,0,0,109316,81106,28034,176,246,44573,39312,5148,112,523,1,0,0,0,0,0,31729,18971,12758,0,16204,17950,0,0,75,7,5,2,376,17,0,0,6,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,0,3,3,0,0,0,876,0,0,0,0,0,16699,14366,2333,0,0,3841,3744,97,0,949,1,0,0,0,0,0,6529,4080,2370,77,4739,4300,0,0,13,0,0,0,54,8,0,0,2,0,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,1,8,2,0,1,0,565,0,0,0,0,0,72891,867,61320,10704,0,7015,210,5383,1422,5288,1,8867,10792,0,6,3,20717,6264,13985,468,6120,5975,0,0,32,45,26,0,183,10,0,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,10,9,14,6,2,2,399,3,0,0,0,0,121504,87251,29084,5168,0,32026,20434,9535,2056,3486,1,0,0,0,0,0,51947,23167,23479,5300,13424,12225,1,0,94,29,25,4,220,16,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,2,9,9,0,1,0,588,0,0,0,0,0,44751,30976,7804,5970,0,10632,7630,1119,1882,15567,5,0,0,0,0,0,36480,9713,17839,8926,8482,7800,1,0,40,1,0,1,236,13,0,0,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,8,12,14,5,2,1,506,1,0,0,0,0,99964,68458,26701,4804,335,24709,17145,5793,1770,7630,8,0,0,0,0,0,29600,10057,18891,651,16338,17650,0,1,80,1,0,1,163,18,0,0,13,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
TRUE,9,6,11,4,1,3,715,0,0,0,0,0,211276,69549,133335,8392,0,20434,12389,5797,2247,23307,1,0,0,0,0,0,49688,9653,39241,794,16851,15758,1,0,142,65,44,21,449,18,0,0,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
TRUE,9,8,8,4,2,2,384,2,0,0,0,0,164581,7983,147910,8687,0,18722,1579,15929,1213,13197,1,21573,18849,4719,16,105,33306,9433,18908,4964,14117,12475,1,0,51,116,56,17,610,16,0,0,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,12,15,11,3,2,3,634,2,0,0,0,0,131234,75103,47005,9125,0,22611,13066,7671,1873,1802,1,0,0,0,0,0,44123,13159,30127,837,17170,16250,2,0,78,37,28,9,678,17,0,0,12,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,4,7,2,2,1,1,481,0,0,0,0,0,50005,764,44263,4978,345,11323,645,9027,1650,2627,4,0,0,0,0,0,18786,8460,10233,92,7470,7300,0,0,82,1,1,0,17,12,0,0,2,3,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,11,18,16,2,1,3,234,0,0,0,0,0,123714,106219,16564,930,0,33085,28670,3669,745,86,1,12518,4464,2731,14,64,26381,15567,10784,30,18914,18525,1,0,118,0,0,0,270,17,0,0,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,15,16,6,6,2,3,463,1,0,0,0,0,179958,5535,167091,7331,0,30635,2165,26139,2331,8239,1,33470,17934,5165,26,152,48968,11553,35316,2099,16384,16975,3,0,71,91,62,0,684,17,0,0,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,7,5,2,1,1,300,0,0,0,0,0,44114,36251,7863,0,0,11424,9678,1746,0,779,1,0,0,0,0,0,13280,5200,7526,553,7680,6850,0,0,44,2,2,0,185,10,0,0,4,0,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,6,16,10,2,2,1,320,1,0,0,0,0,81920,72582,7545,1793,0,24311,20242,2276,1793,10635,3,24050,1346,724,5,23,36307,13517,21268,1521,12406,12975,0,0,38,7,1,0,149,14,1,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,7,17,6,2,1,1,268,0,0,0,0,0,50260,13616,31515,5129,0,16905,6028,9651,1225,7190,1,0,0,0,0,0,32368,8817,23338,212,8372,8270,0,0,16,28,25,3,429,13,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,6,11,11,2,2,1,448,1,0,0,0,0,132834,15358,116441,1034,643,23989,6021,16934,1034,2790,1,0,0,0,0,0,26512,9590,16829,92,13486,13250,0,0,147,0,0,0,227,17,0,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3,10,4,2,1,1,686,0,0,0,0,0,69436,1658,67698,80,0,20164,1658,18426,80,6225,1,0,0,0,0,0,30178,4167,25331,680,7339,6650,0,0,72,13,3,10,271,12,0,0,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,2,3,9,2,1,1,334,0,0,0,0,0,47649,38821,7916,912,364,7107,5948,891,268,3420,1,4731,3296,489,7,11,10738,4055,6369,312,6271,4525,0,0,12,44,25,8,202,9,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,7,10,5,2,1,2,337,0,0,0,0,0,53868,9287,40712,3868,0,12068,1660,9579,828,6506,1,11333,2479,0,12,17,24045,8265,13574,2205,8152,7783,0,0,13,48,37,4,61,11,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,9,9,3,3,1,2,343,0,0,0,0,0,52718,40733,10782,1202,372,18240,15168,1958,1114,1086,1,0,0,0,0,0,21101,5871,13720,1508,8668,8685,0,0,76,2,1,1,60,12,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,2,0,3,2,1,1,0,0,0,0,0,0,48710,25129,20376,3204,0,4616,2183,2048,384,3627,1,4213,1750,0,3,4,9308,1232,8076,0,5413,4050,0,0,36,47,24,6,180,9,0,0,3,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,7,6,5,3,1,1,313,0,0,0,0,0,77719,767,65879,11072,0,7662,133,6359,1169,4360,1,5833,17919,2247,11,8,17900,3974,13781,144,10073,8200,1,0,24,45,21,2,352,12,0,0,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRUE,15,11,20,5,2,4,891,2,0,0,0,0,91123,54739,27821,8563,0,36008,29088,6919,0,5008,4,0,0,0,0,0,42090,19699,18492,3897,16028,14460,0,1,68,1,0,1,770,18,0,0,9,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,7,11,10,3,2,1,344,2,0,0,0,0,101319,88319,12381,618,0,40059,37143,2712,204,1305,1,0,0,0,0,0,26286,8080,16187,2017,11021,11300,0,0,73,2,1,1,82,14,0,0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,2,3,11,2,1,1,648,0,0,0,0,0,66519,22583,38140,5796,0,7229,3923,2864,442,4689,1,0,0,0,0,0,16340,2425,13684,230,8658,8325,0,0,31,37,24,13,250,11,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,7,10,9,2,1,1,821,0,0,0,0,0,109546,67034,35970,6542,0,23541,13124,8440,1976,7048,1,0,0,0,0,0,37253,15458,21300,494,13283,12625,0,0,53,33,19,14,452,15,0,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,0,1,5,0,0,0,167,0,0,0,0,0,19549,10698,8850,0,0,4117,3353,763,0,60,1,0,0,0,0,0,4868,179,4600,88,5388,4500,0,0,21,0,0,0,58,10,0,0,3,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,7,6,15,3,1,2,596,0,0,0,0,0,30784,24435,6349,0,0,9392,7734,1657,0,1176,1,0,0,0,0,0,19486,9390,9099,996,10706,10120,0,0,21,0,0,0,142,14,0,0,5,0,FALSE,FALSE,FALSE,FALSE,NA,NA
TRUE,28,26,14,7,2,5,400,4,0,0,0,0,375086,40555,315089,19440,732,78450,14269,60651,3530,37548,1,0,0,0,0,0,112048,49950,57303,4794,28995,29575,3,1,133,54,34,20,709,18,0,0,22,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,8,5,10,3,1,2,637,0,0,0,0,0,111102,49112,52802,9187,271,15253,6357,7784,1112,15236,5,0,0,0,0,0,29954,9103,19433,1418,12454,10975,1,1,43,60,37,23,281,15,0,0,9,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,5,11,8,2,1,1,249,0,0,0,0,0,93125,73218,16609,3298,0,22495,21052,1442,0,1017,1,10364,8464,0,17,20,20559,9453,10856,250,9868,9050,0,0,129,2,0,1,146,14,0,0,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,4,18,14,0,1,0,225,0,0,0,0,0,143674,2297,133950,7426,667,21220,1128,18046,2045,6125,1,23829,26225,3931,22,41,38416,16434,17475,4507,13214,12200,1,0,113,12,4,1,209,16,0,0,10,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
TRUE,12,7,5,7,4,3,454,2,1,1,0,0,99178,14682,83916,579,495,21863,7595,13856,411,1770,3,0,0,0,0,0,15197,4060,10992,144,12221,7850,3,2,108,0,0,0,236,15,0,0,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,10,14,10,4,1,3,261,0,0,0,0,0,124041,12463,107806,3770,0,26762,5415,20524,821,11116,1,71879,17990,1144,16,19,61206,14522,33744,12940,17732,16750,0,0,117,8,1,0,174,21,0,0,9,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,2,7,6,0,1,0,672,0,0,0,0,0,50066,35555,9612,4898,0,7752,6588,565,598,155,1,7368,1247,1068,14,16,12191,2917,9186,88,6462,5785,0,0,85,0,0,0,69,11,0,0,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,8,11,10,2,1,2,382,0,0,0,0,0,204158,179070,20849,4239,0,25261,21670,2148,1442,5378,1,0,0,0,0,0,34270,16029,17403,836,12651,11705,0,0,181,0,0,0,209,17,0,0,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,8,10,3,2,2,3,610,1,0,0,0,0,119593,19276,100244,72,390,17267,5855,11339,72,1488,3,0,0,0,0,0,17919,6230,10764,924,11942,11250,1,0,167,1,1,0,253,15,0,0,9,1,FALSE,FALSE,FALSE,FALSE,NA,NA
FALSE,5,10,2,2,1,1,300,0,0,0,0,0,105742,85283,17319,3140,669,23456,21238,2217,0,16029,1,19730,3743,3227,11,5,32133,9935,21596,602,9868,9250,1,0,130,0,0,0,168,13,0,0,7,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,15,14,12,4,2,5,601,1,0,0,0,0,223680,204681,16358,2640,821,63951,59010,4520,420,41604,1,0,0,0,0,0,76077,32733,36947,6396,17991,17500,2,0,170,0,0,0,651,18,0,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,2,8,16,0,1,0,378,0,0,0,0,0,52733,42892,9115,725,0,14675,12612,1337,725,1719,1,9983,5653,1468,23,36,17044,5841,10289,913,9399,8000,0,0,52,0,0,0,130,14,0,0,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,4,11,8,2,1,1,424,0,0,0,0,0,89761,77023,12738,0,0,20353,19260,1092,0,107,1,0,0,0,0,0,17412,11345,6066,0,10795,10550,1,0,45,0,0,0,230,14,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
